date,sensor,filename
2013089,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013089EDC00/LE70130312013089EDC00_all
2013121,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013121EDC00/LE70130312013121EDC00_all
2013137,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013137EDC00/LE70130312013137EDC00_all
2013153,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013153EDC00/LE70130312013153EDC00_all
2013169,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013169EDC00/LE70130312013169EDC00_all
2013177,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013177LGN01/LC80130312013177LGN01_all
2013185,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013185EDC00/LE70130312013185EDC00_all
2013193,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013193LGN00/LC80130312013193LGN00_all
2013201,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013201EDC00/LE70130312013201EDC00_all
2013209,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013209LGN00/LC80130312013209LGN00_all
2013217,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013217EDC00/LE70130312013217EDC00_all
2013233,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013233EDC00/LE70130312013233EDC00_all
2013249,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013249EDC00/LE70130312013249EDC00_all
2013257,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013257LGN00/LC80130312013257LGN00_all
2013265,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013265EDC00/LE70130312013265EDC00_all
2013273,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013273LGN00/LC80130312013273LGN00_all
2013281,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013281EDC00/LE70130312013281EDC00_all
2013297,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013297EDC00/LE70130312013297EDC00_all
2013313,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013313EDC00/LE70130312013313EDC00_all
2013321,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013321LGN00/LC80130312013321LGN00_all
2013329,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013329EDC00/LE70130312013329EDC00_all
2013337,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013337LGN00/LC80130312013337LGN00_all
2013345,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013345EDC00/LE70130312013345EDC00_all
2013353,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312013353LGN00/LC80130312013353LGN00_all
2013361,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312013361EDC00/LE70130312013361EDC00_all
2014004,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014004LGN00/LC80130312014004LGN00_all
2014012,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014012EDC00/LE70130312014012EDC00_all
2014020,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014020LGN00/LC80130312014020LGN00_all
2014028,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014028EDC00/LE70130312014028EDC00_all
2014060,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014060EDC00/LE70130312014060EDC00_all
2014068,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014068LGN00/LC80130312014068LGN00_all
2014084,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014084LGN00/LC80130312014084LGN00_all
2014100,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014100LGN00/LC80130312014100LGN00_all
2014116,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014116LGN00/LC80130312014116LGN00_all
2014124,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014124EDC00/LE70130312014124EDC00_all
2014132,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014132LGN00/LC80130312014132LGN00_all
2014140,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014140EDC00/LE70130312014140EDC00_all
2014172,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014172EDC00/LE70130312014172EDC00_all
2014180,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014180LGN00/LC80130312014180LGN00_all
2014188,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014188EDC00/LE70130312014188EDC00_all
2014196,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014196LGN00/LC80130312014196LGN00_all
2014204,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014204EDC00/LE70130312014204EDC00_all
2014212,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014212LGN00/LC80130312014212LGN00_all
2014220,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014220EDC01/LE70130312014220EDC01_all
2014228,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014228LGN00/LC80130312014228LGN00_all
2014236,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014236EDC00/LE70130312014236EDC00_all
2014244,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014244LGN00/LC80130312014244LGN00_all
2014260,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014260LGN00/LC80130312014260LGN00_all
2014276,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014276LGN00/LC80130312014276LGN00_all
2014292,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014292LGN00/LC80130312014292LGN00_all
2014300,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014300EDC00/LE70130312014300EDC00_all
2014308,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014308LGN00/LC80130312014308LGN00_all
2014316,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014316EDC00/LE70130312014316EDC00_all
2014324,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014324LGN00/LC80130312014324LGN00_all
2014332,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014332EDC00/LE70130312014332EDC00_all
2014348,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014348EDC00/LE70130312014348EDC00_all
2014356,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312014356LGN00/LC80130312014356LGN00_all
2014364,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312014364EDC00/LE70130312014364EDC00_all
2015007,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015007LGN00/LC80130312015007LGN00_all
2015015,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015015EDC00/LE70130312015015EDC00_all
2015023,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015023LGN00/LC80130312015023LGN00_all
2015031,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015031EDC00/LE70130312015031EDC00_all
2015047,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015047EDC00/LE70130312015047EDC00_all
2015055,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015055LGN00/LC80130312015055LGN00_all
2015071,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015071LGN00/LC80130312015071LGN00_all
2015095,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015095EDC00/LE70130312015095EDC00_all
2015103,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015103LGN00/LC80130312015103LGN00_all
2015111,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015111EDC00/LE70130312015111EDC00_all
2015119,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015119LGN00/LC80130312015119LGN00_all
2015127,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015127EDC00/LE70130312015127EDC00_all
2015135,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015135LGN00/LC80130312015135LGN00_all
2015143,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015143EDC00/LE70130312015143EDC00_all
2015151,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015151LGN00/LC80130312015151LGN00_all
2015175,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015175EDC00/LE70130312015175EDC00_all
2015183,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015183LGN00/LC80130312015183LGN00_all
2015191,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015191EDC00/LE70130312015191EDC00_all
2015215,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015215LGN00/LC80130312015215LGN00_all
2015231,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015231LGN00/LC80130312015231LGN00_all
2015239,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015239EDC00/LE70130312015239EDC00_all
2015247,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015247LGN00/LC80130312015247LGN00_all
2015255,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015255EDC02/LE70130312015255EDC02_all
2015263,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015263LGN00/LC80130312015263LGN00_all
2015271,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015271EDC00/LE70130312015271EDC00_all
2015279,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015279LGN00/LC80130312015279LGN00_all
2015287,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015287EDC00/LE70130312015287EDC00_all
2015303,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015303EDC00/LE70130312015303EDC00_all
2015319,LE7,/projectnb/landsat/projects/Massachusetts/p013r031/images/LE70130312015319EDC00/LE70130312015319EDC00_all
2015327,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015327LGN00/LC80130312015327LGN00_all
2015343,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015343LGN00/LC80130312015343LGN00_all
2015359,LC8,/projectnb/landsat/projects/Massachusetts/p013r031/images/LC80130312015359LGN00/LC80130312015359LGN00_all
